sent_ind,cve_sent_ind,token,label
CVE-2019-5766,0,.,O
CVE-2017-17541,0,A,O
CVE-2017-17541,0,Cross,O
CVE-2017-17541,0,-,O
CVE-2017-17541,0,site,O
CVE-2017-17541,0,Scripting,O
CVE-2017-17541,0,(,O
CVE-2017-17541,0,XSS,O
CVE-2017-17541,0,),O
CVE-2017-17541,0,vulnerability,O
CVE-2017-17541,0,in,O
CVE-2017-17541,0,Fortinet,O
CVE-2017-17541,0,FortiManager,pn
CVE-2017-17541,0,6.0.0,version
CVE-2017-17541,0,",",sp
CVE-2017-17541,0,5.6.4,vre
CVE-2017-17541,0,and,=
CVE-2017-17541,0,below,<
CVE-2017-17541,0,versions,O
CVE-2017-17541,0,",",sp
CVE-2017-17541,0,FortiAnalyzer,pn
CVE-2017-17541,0,6.0.0,version
CVE-2017-17541,0,",",sp
CVE-2017-17541,0,5.6.4,vre
CVE-2017-17541,0,and,=
CVE-2017-17541,0,below,<
CVE-2017-17541,0,versions,O
CVE-2017-17541,0,allows,O
CVE-2017-17541,0,inject,O
CVE-2017-17541,0,Javascript,O
CVE-2017-17541,0,code,O
CVE-2017-17541,0,and,O
CVE-2017-17541,0,HTML,O
CVE-2017-17541,0,tags,O
CVE-2017-17541,0,through,O
CVE-2017-17541,0,the,O
CVE-2017-17541,0,CN,O
CVE-2017-17541,0,value,O
CVE-2017-17541,0,of,O
CVE-2017-17541,0,CA,O
CVE-2017-17541,0,and,O
CVE-2017-17541,0,CRL,O
CVE-2017-17541,0,certificates,O
CVE-2017-17541,0,via,O
CVE-2017-17541,0,the,O
CVE-2017-17541,0,import,O
CVE-2017-17541,0,CA,O
CVE-2017-17541,0,and,O
CVE-2017-17541,0,CRL,O
CVE-2017-17541,0,certificates,O
CVE-2017-17541,0,feature,O
CVE-2017-17541,0,.,O
CVE-2004-2383,0,Microsoft,O
CVE-2004-2383,0,Internet,pn
CVE-2004-2383,0,Explorer,pn
CVE-2004-2383,0,5,vrs
CVE-2004-2383,0,through,<=
CVE-2004-2383,0,6,vre
CVE-2004-2383,0,allows,O
CVE-2004-2383,0,remote,O
CVE-2004-2383,0,attackers,O
CVE-2004-2383,0,to,O
CVE-2004-2383,0,bypass,O
CVE-2004-2383,0,cross,O
CVE-2004-2383,0,-,O
CVE-2004-2383,0,frame,O
CVE-2004-2383,0,scripting,O
CVE-2004-2383,0,restrictions,O
CVE-2004-2383,0,and,O
CVE-2004-2383,0,capture,O
CVE-2004-2383,0,keyboard,O
CVE-2004-2383,0,events,O
CVE-2004-2383,0,from,O
CVE-2004-2383,0,other,O
CVE-2004-2383,0,domains,O
CVE-2004-2383,0,via,O
CVE-2004-2383,0,an,O
CVE-2004-2383,0,HTML,O
CVE-2004-2383,0,document,O
CVE-2004-2383,0,with,O
CVE-2004-2383,0,Javascript,O
CVE-2004-2383,0,that,O
CVE-2004-2383,0,is,O
CVE-2004-2383,0,outside,O
CVE-2004-2383,0,a,O
CVE-2004-2383,0,frameset,O
CVE-2004-2383,0,that,O
CVE-2004-2383,0,includes,O
CVE-2004-2383,0,the,O
CVE-2004-2383,0,target,O
CVE-2004-2383,0,domain,O
CVE-2004-2383,0,",",O
CVE-2004-2383,0,then,O
CVE-2004-2383,0,forcing,O
CVE-2004-2383,0,the,O
CVE-2004-2383,0,frameset,O
CVE-2004-2383,0,to,O
CVE-2004-2383,0,maintain,O
CVE-2004-2383,0,focus,O
CVE-2004-2383,0,.,O
CVE-2004-2383,1,NOTE,O
CVE-2004-2383,1,:,O
CVE-2004-2383,1,the,O
CVE-2004-2383,1,discloser,O
CVE-2004-2383,1,claimed,O
CVE-2004-2383,1,that,O
CVE-2004-2383,1,the,O
CVE-2004-2383,1,vendor,O
CVE-2004-2383,1,does,O
CVE-2004-2383,1,not,O
CVE-2004-2383,1,categorize,O
CVE-2004-2383,1,this,O
CVE-2004-2383,1,as,O
CVE-2004-2383,1,a,O
CVE-2004-2383,1,vulnerability,O
CVE-2004-2383,1,",",O
CVE-2004-2383,1,but,O
CVE-2004-2383,1,it,O
CVE-2004-2383,1,can,O
CVE-2004-2383,1,be,O
CVE-2004-2383,1,used,O
CVE-2004-2383,1,in,O
CVE-2004-2383,1,a,O
CVE-2004-2383,1,spoofing,O
CVE-2004-2383,1,scenario,O
CVE-2004-2383,1,:,O
CVE-2004-2383,1,the,O
CVE-2004-2383,1,discloser,O
CVE-2004-2383,1,provides,O
CVE-2004-2383,1,alternate,O
CVE-2004-2383,1,scenarios,O
CVE-2004-2383,1,.,O
CVE-2004-2383,2,Spoofing,O
CVE-2004-2383,2,scenarios,O
CVE-2004-2383,2,are,O
CVE-2004-2383,2,currently,O
CVE-2004-2383,2,included,O
CVE-2004-2383,2,in,O
CVE-2004-2383,2,CVE,O
CVE-2004-2383,2,.,O
CVE-2017-2305,0,On,O
CVE-2017-2305,0,Juniper,O
CVE-2017-2305,0,Networks,O
CVE-2017-2305,0,Junos,pn
CVE-2017-2305,0,Space,pn
CVE-2017-2305,0,versions,O
CVE-2017-2305,0,prior,<
CVE-2017-2305,0,to,<
CVE-2017-2305,0,16.1R1,vre
CVE-2017-2305,0,",",O
CVE-2017-2305,0,due,O
CVE-2017-2305,0,to,O
CVE-2017-2305,0,an,O
CVE-2017-2305,0,insufficient,O
CVE-2017-2305,0,authorization,O
CVE-2017-2305,0,check,O
CVE-2017-2305,0,",",O
CVE-2017-2305,0,readonly,O
CVE-2017-2305,0,users,O
CVE-2017-2305,0,on,O
CVE-2017-2305,0,the,O
CVE-2017-2305,0,Junos,pn
CVE-2017-2305,0,Space,pn
CVE-2017-2305,0,administrative,O
CVE-2017-2305,0,web,O
CVE-2017-2305,0,interface,O
CVE-2017-2305,0,can,O
CVE-2017-2305,0,create,O
CVE-2017-2305,0,privileged,O
CVE-2017-2305,0,users,O
CVE-2017-2305,0,",",O
CVE-2017-2305,0,allowing,O
CVE-2017-2305,0,privilege,O
CVE-2017-2305,0,escalation,O
CVE-2017-2305,0,.,O
CVE-2018-0031,0,Receipt,O
CVE-2018-0031,0,of,O
CVE-2018-0031,0,specially,O
CVE-2018-0031,0,crafted,O
CVE-2018-0031,0,UDP,O
CVE-2018-0031,0,/,O
CVE-2018-0031,0,IP,O
CVE-2018-0031,0,packets,O
CVE-2018-0031,0,over,O
CVE-2018-0031,0,MPLS,O
CVE-2018-0031,0,may,O
CVE-2018-0031,0,be,O
CVE-2018-0031,0,able,O
CVE-2018-0031,0,to,O
CVE-2018-0031,0,bypass,O
CVE-2018-0031,0,a,O
CVE-2018-0031,0,stateless,O
CVE-2018-0031,0,firewall,O
CVE-2018-0031,0,filter,O
CVE-2018-0031,0,.,O
CVE-2018-0031,1,The,O
CVE-2018-0031,1,crafted,O
CVE-2018-0031,1,UDP,O
CVE-2018-0031,1,packets,O
CVE-2018-0031,1,must,O
CVE-2018-0031,1,be,O
CVE-2018-0031,1,encapsulated,O
CVE-2018-0031,1,and,O
CVE-2018-0031,1,meet,O
CVE-2018-0031,1,a,O
CVE-2018-0031,1,very,O
CVE-2018-0031,1,specific,O
CVE-2018-0031,1,packet,O
CVE-2018-0031,1,format,O
CVE-2018-0031,1,to,O
CVE-2018-0031,1,be,O
CVE-2018-0031,1,classified,O
CVE-2018-0031,1,in,O
CVE-2018-0031,1,a,O
CVE-2018-0031,1,way,O
CVE-2018-0031,1,that,O
CVE-2018-0031,1,bypasses,O
CVE-2018-0031,1,IP,O
CVE-2018-0031,1,firewall,O
CVE-2018-0031,1,filter,O
CVE-2018-0031,1,rules,O
CVE-2018-0031,1,.,O
CVE-2018-0031,2,The,O
CVE-2018-0031,2,packets,O
CVE-2018-0031,2,themselves,O
CVE-2018-0031,2,do,O
CVE-2018-0031,2,not,O
CVE-2018-0031,2,cause,O
CVE-2018-0031,2,a,O
CVE-2018-0031,2,service,O
CVE-2018-0031,2,interruption,O
CVE-2018-0031,2,(,O
CVE-2018-0031,2,e.g.,O
CVE-2018-0031,2,RPD,O
CVE-2018-0031,2,crash,O
CVE-2018-0031,2,),O
CVE-2018-0031,2,",",O
CVE-2018-0031,2,but,O
CVE-2018-0031,2,receipt,O
CVE-2018-0031,2,of,O
CVE-2018-0031,2,a,O
CVE-2018-0031,2,high,O
CVE-2018-0031,2,rate,O
CVE-2018-0031,2,of,O
CVE-2018-0031,2,UDP,O
CVE-2018-0031,2,packets,O
CVE-2018-0031,2,may,O
CVE-2018-0031,2,be,O
CVE-2018-0031,2,able,O
CVE-2018-0031,2,to,O
CVE-2018-0031,2,contribute,O
CVE-2018-0031,2,to,O
CVE-2018-0031,2,a,O
CVE-2018-0031,2,denial,O
CVE-2018-0031,2,of,O
CVE-2018-0031,2,service,O
CVE-2018-0031,2,attack,O
CVE-2018-0031,2,.,O
CVE-2018-0031,3,This,O
CVE-2018-0031,3,issue,O
CVE-2018-0031,3,only,O
CVE-2018-0031,3,affects,O
CVE-2018-0031,3,processing,O
CVE-2018-0031,3,of,O
CVE-2018-0031,3,transit,O
CVE-2018-0031,3,UDP,O
CVE-2018-0031,3,/,O
CVE-2018-0031,3,IP,O
CVE-2018-0031,3,packets,O
CVE-2018-0031,3,over,O
CVE-2018-0031,3,MPLS,O
CVE-2018-0031,3,",",O
CVE-2018-0031,3,received,O
CVE-2018-0031,3,on,O
CVE-2018-0031,3,an,O
CVE-2018-0031,3,interface,O
CVE-2018-0031,3,with,O
CVE-2018-0031,3,MPLS,O
CVE-2018-0031,3,enabled,O
CVE-2018-0031,3,.,O
CVE-2018-0031,4,TCP,O
CVE-2018-0031,4,packet,O
CVE-2018-0031,4,processing,O
CVE-2018-0031,4,and,O
CVE-2018-0031,4,non,O
CVE-2018-0031,4,-,O
CVE-2018-0031,4,MPLS,O
CVE-2018-0031,4,encapsulated,O
CVE-2018-0031,4,UDP,O
CVE-2018-0031,4,packet,O
CVE-2018-0031,4,processing,O
CVE-2018-0031,4,are,O
CVE-2018-0031,4,unaffected,O
CVE-2018-0031,4,by,O
CVE-2018-0031,4,this,O
CVE-2018-0031,4,issue,O
CVE-2018-0031,4,.,O
CVE-2018-0031,5,Affected,O
CVE-2018-0031,5,releases,O
CVE-2018-0031,5,are,O
CVE-2018-0031,5,Juniper,O
CVE-2018-0031,5,Networks,O
CVE-2018-0031,5,Junos,pn
CVE-2018-0031,5,OS,pn
CVE-2018-0031,5,:,sp
CVE-2018-0031,5,12.1X46,vrs
CVE-2018-0031,5,versions,O
CVE-2018-0031,5,prior,<
CVE-2018-0031,5,to,<
CVE-2018-0031,5,12.1X46-D76,vre
CVE-2018-0031,5,;,sp
CVE-2018-0031,5,12.3,vrs
CVE-2018-0031,5,versions,O
CVE-2018-0031,5,prior,<
CVE-2018-0031,5,to,<
CVE-2018-0031,5,12.3R12-S10,vre
CVE-2018-0031,5,;,sp
CVE-2018-0031,5,12.3X48,vrs
CVE-2018-0031,5,versions,O
CVE-2018-0031,5,prior,<
CVE-2018-0031,5,to,<
CVE-2018-0031,5,12.3X48-D66,vre
CVE-2018-0031,5,",",sp
CVE-2018-0031,5,12.3X48-D70,vre
CVE-2018-0031,5,;,sp
CVE-2018-0031,5,14.1X53,vrs
CVE-2018-0031,5,versions,O
CVE-2018-0031,5,prior,<
CVE-2018-0031,5,to,<
CVE-2018-0031,5,14.1X53-D47,vre
CVE-2018-0031,5,;,sp
CVE-2018-0031,5,15.1,vrs
CVE-2018-0031,5,versions,O
CVE-2018-0031,5,prior,<
CVE-2018-0031,5,to,<
CVE-2018-0031,5,15.1F6-S10,vre
CVE-2018-0031,5,",",sp
CVE-2018-0031,5,15.1R4-S9,vre
CVE-2018-0031,5,",",sp
CVE-2018-0031,5,15.1R6-S6,vre
CVE-2018-0031,5,",",sp
CVE-2018-0031,5,15.1R7,vre
CVE-2018-0031,5,;,sp
CVE-2018-0031,5,15.1X49,vrs
CVE-2018-0031,5,versions,O
CVE-2018-0031,5,prior,<
CVE-2018-0031,5,to,<
CVE-2018-0031,5,15.1X49-D131,vre
CVE-2018-0031,5,",",sp
CVE-2018-0031,5,15.1X49-D140,vre
CVE-2018-0031,5,;,sp
CVE-2018-0031,5,15.1X53,vrs
CVE-2018-0031,5,versions,O
CVE-2018-0031,5,prior,<
CVE-2018-0031,5,to,<
CVE-2018-0031,5,15.1X53-D59,vre
CVE-2018-0031,5,on,O
CVE-2018-0031,5,EX2300/EX3400,update
CVE-2018-0031,5,;,sp
CVE-2018-0031,5,15.1X53,vrs
CVE-2018-0031,5,versions,O
CVE-2018-0031,5,prior,<
CVE-2018-0031,5,to,<
CVE-2018-0031,5,15.1X53-D67,vre
CVE-2018-0031,5,on,O
CVE-2018-0031,5,QFX10,update
CVE-2018-0031,5,K,update
CVE-2018-0031,5,;,sp
CVE-2018-0031,5,15.1X53,vrs
CVE-2018-0031,5,versions,O
CVE-2018-0031,5,prior,<
CVE-2018-0031,5,to,<
CVE-2018-0031,5,15.1X53-D233,vre
CVE-2018-0031,5,on,O
CVE-2018-0031,5,QFX5200/QFX5110,update
CVE-2018-0031,5,;,sp
CVE-2018-0031,5,15.1X53,vrs
CVE-2018-0031,5,versions,O
CVE-2018-0031,5,prior,<
CVE-2018-0031,5,to,<
CVE-2018-0031,5,15.1X53-D471,vre
CVE-2018-0031,5,",",sp
CVE-2018-0031,5,15.1X53-D490,vrs
CVE-2018-0031,5,on,O
CVE-2018-0031,5,NFX,update
CVE-2018-0031,5,;,sp
CVE-2018-0031,5,16.1,vrs
CVE-2018-0031,5,versions,O
CVE-2018-0031,5,prior,<
CVE-2018-0031,5,to,<
CVE-2018-0031,5,16.1R3-S8,vre
CVE-2018-0031,5,",",sp
CVE-2018-0031,5,16.1R4-S9,vre
CVE-2018-0031,5,",",sp
CVE-2018-0031,5,16.1R5-S4,vre
CVE-2018-0031,5,",",sp
CVE-2018-0031,5,16.1R6-S3,vre
CVE-2018-0031,5,",",sp
CVE-2018-0031,5,16.1R7,vre
CVE-2018-0031,5,;,sp
CVE-2018-0031,5,16.2,vrs
CVE-2018-0031,5,versions,O
CVE-2018-0031,5,prior,<
CVE-2018-0031,5,to,<
CVE-2018-0031,5,16.2R1-S6,vre
CVE-2018-0031,5,",",sp
CVE-2018-0031,5,16.2R2-S5,vre
CVE-2018-0031,5,",",sp
CVE-2018-0031,5,16.2R3,vre
CVE-2018-0031,5,;,sp
CVE-2018-0031,5,17.1,vrs
CVE-2018-0031,5,versions,O
CVE-2018-0031,5,prior,<
CVE-2018-0031,5,to,<
CVE-2018-0031,5,17.1R1-S7,vre
CVE-2018-0031,5,",",sp
CVE-2018-0031,5,17.1R2-S7,vre
CVE-2018-0031,5,",",sp
CVE-2018-0031,5,17.1R3,vre
CVE-2018-0031,5,;,sp
CVE-2018-0031,5,17.2,vrs
CVE-2018-0031,5,versions,O
CVE-2018-0031,5,prior,<
CVE-2018-0031,5,to,<
CVE-2018-0031,5,17.2R1-S6,vre
CVE-2018-0031,5,",",sp
CVE-2018-0031,5,17.2R2-S4,vre
CVE-2018-0031,5,",",sp
CVE-2018-0031,5,17.2R3,vre
CVE-2018-0031,5,;,sp
CVE-2018-0031,5,17.2X75,vrs
CVE-2018-0031,5,versions,O
CVE-2018-0031,5,prior,<
CVE-2018-0031,5,to,<
CVE-2018-0031,5,17.2X75-D100,vre
CVE-2018-0031,5,;,sp
CVE-2018-0031,5,17.3,vrs
CVE-2018-0031,5,versions,O
CVE-2018-0031,5,prior,<
CVE-2018-0031,5,to,<
CVE-2018-0031,5,17.3R1-S4,vre
CVE-2018-0031,5,",",sp
CVE-2018-0031,5,17.3R2-S2,vre
CVE-2018-0031,5,",",sp
CVE-2018-0031,5,17.3R3,vre
CVE-2018-0031,5,;,sp
CVE-2018-0031,5,17.4,vrs
CVE-2018-0031,5,versions,O
CVE-2018-0031,5,prior,<
CVE-2018-0031,5,to,<
CVE-2018-0031,5,17.4R1-S3,vre
CVE-2018-0031,5,",",sp
CVE-2018-0031,5,17.4R2,vre
CVE-2018-0031,5,;,sp
CVE-2018-0031,5,18.1,vrs
CVE-2018-0031,5,versions,O
CVE-2018-0031,5,prior,<
CVE-2018-0031,5,to,<
CVE-2018-0031,5,18.1R2,vre
CVE-2018-0031,5,;,sp
CVE-2018-0031,5,18.2X75,vrs
CVE-2018-0031,5,versions,O
CVE-2018-0031,5,prior,<
CVE-2018-0031,5,to,<
CVE-2018-0031,5,18.2X75-D5,vre
CVE-2018-0031,5,.,O
CVE-2017-2276,0,Buffer,O
CVE-2017-2276,0,overflow,O
CVE-2017-2276,0,in,O
CVE-2017-2276,0,WG,pn
CVE-2017-2276,0,-,pn
CVE-2017-2276,0,C10,pn
CVE-2017-2276,0,v3.0.79,vre
CVE-2017-2276,0,and,=
CVE-2017-2276,0,earlier,<
CVE-2017-2276,0,allows,O
CVE-2017-2276,0,an,O
CVE-2017-2276,0,attacker,O
CVE-2017-2276,0,to,O
CVE-2017-2276,0,execute,O
CVE-2017-2276,0,arbitrary,O
CVE-2017-2276,0,commands,O
CVE-2017-2276,0,via,O
CVE-2017-2276,0,unspecified,O
CVE-2017-2276,0,vectors,O
CVE-2017-2276,0,.,O
CVE-2010-2829,0,Unspecified,O
CVE-2010-2829,0,vulnerability,O
CVE-2010-2829,0,in,O
CVE-2010-2829,0,the,O
CVE-2010-2829,0,H.323,O
CVE-2010-2829,0,implementation,O
CVE-2010-2829,0,in,O
CVE-2010-2829,0,Cisco,O
CVE-2010-2829,0,IOS,pn
CVE-2010-2829,0,12.1,vrs
CVE-2010-2829,0,through,<=
CVE-2010-2829,0,12.4,vre
CVE-2010-2829,0,and,sp
CVE-2010-2829,0,15,vrs
CVE-2010-2829,0,through,<=
CVE-2010-2829,0,15.1,vre
CVE-2010-2829,0,",",sp
CVE-2010-2829,0,and,sp
CVE-2010-2829,0,IOS,pn
CVE-2010-2829,0,XE,pn
CVE-2010-2829,0,2.5.x,vr
CVE-2010-2829,0,before,<
CVE-2010-2829,0,2.5.2,vre
CVE-2010-2829,0,and,sp
CVE-2010-2829,0,2.6.x,vr
CVE-2010-2829,0,before,<
CVE-2010-2829,0,2.6.1,vre
CVE-2010-2829,0,",",sp
CVE-2010-2829,0,allows,O
CVE-2010-2829,0,remote,O
CVE-2010-2829,0,attackers,O
CVE-2010-2829,0,to,O
CVE-2010-2829,0,cause,O
CVE-2010-2829,0,a,O
CVE-2010-2829,0,denial,O
CVE-2010-2829,0,of,O
CVE-2010-2829,0,service,O
CVE-2010-2829,0,(,O
CVE-2010-2829,0,traceback,O
CVE-2010-2829,0,and,O
CVE-2010-2829,0,device,O
CVE-2010-2829,0,reload,O
CVE-2010-2829,0,),O
CVE-2010-2829,0,via,O
CVE-2010-2829,0,crafted,O
CVE-2010-2829,0,H.323,O
CVE-2010-2829,0,packets,O
CVE-2010-2829,0,",",O
CVE-2010-2829,0,aka,O
CVE-2010-2829,0,Bug,O
CVE-2010-2829,0,ID,O
CVE-2010-2829,0,CSCtd33567,O
CVE-2010-2829,0,.,O
CVE-2014-7885,0,Multiple,O
CVE-2014-7885,0,unspecified,O
CVE-2014-7885,0,vulnerabilities,O
CVE-2014-7885,0,in,O
CVE-2014-7885,0,HP,O
CVE-2014-7885,0,ArcSight,pn
CVE-2014-7885,0,Enterprise,pn
CVE-2014-7885,0,Security,pn
CVE-2014-7885,0,Manager,pn
CVE-2014-7885,0,(,O
CVE-2014-7885,0,ESM,pn
CVE-2014-7885,0,),O
CVE-2014-7885,0,before,<
CVE-2014-7885,0,6.8c,vre
CVE-2014-7885,0,have,O
CVE-2014-7885,0,unknown,O
CVE-2014-7885,0,impact,O
CVE-2014-7885,0,and,O
CVE-2014-7885,0,remote,O
CVE-2014-7885,0,attack,O
CVE-2014-7885,0,vectors,O
CVE-2014-7885,0,.,O
CVE-2019-0025,0,A,O
CVE-2019-0025,0,persistent,O
CVE-2019-0025,0,cross,O
CVE-2019-0025,0,-,O
CVE-2019-0025,0,site,O
CVE-2019-0025,0,scripting,O
CVE-2019-0025,0,(,O
CVE-2019-0025,0,XSS,O
CVE-2019-0025,0,),O
CVE-2019-0025,0,vulnerability,O
CVE-2019-0025,0,in,O
CVE-2019-0025,0,RADIUS,O
CVE-2019-0025,0,configuration,O
CVE-2019-0025,0,menu,O
CVE-2019-0025,0,of,O
CVE-2019-0025,0,Juniper,O
CVE-2019-0025,0,ATP,pn
CVE-2019-0025,0,may,O
CVE-2019-0025,0,allow,O
CVE-2019-0025,0,authenticated,O
CVE-2019-0025,0,user,O
CVE-2019-0025,0,to,O
CVE-2019-0025,0,inject,O
CVE-2019-0025,0,arbitrary,O
CVE-2019-0025,0,script,O
CVE-2019-0025,0,and,O
CVE-2019-0025,0,steal,O
CVE-2019-0025,0,sensitive,O
CVE-2019-0025,0,data,O
CVE-2019-0025,0,and,O
CVE-2019-0025,0,credentials,O
CVE-2019-0025,0,from,O
CVE-2019-0025,0,a,O
CVE-2019-0025,0,web,O
CVE-2019-0025,0,administration,O
CVE-2019-0025,0,session,O
CVE-2019-0025,0,",",O
CVE-2019-0025,0,possibly,O
CVE-2019-0025,0,tricking,O
CVE-2019-0025,0,a,O
CVE-2019-0025,0,follow,O
CVE-2019-0025,0,-,O
CVE-2019-0025,0,on,O
CVE-2019-0025,0,administrative,O
CVE-2019-0025,0,user,O
CVE-2019-0025,0,to,O
CVE-2019-0025,0,perform,O
CVE-2019-0025,0,administrative,O
CVE-2019-0025,0,actions,O
CVE-2019-0025,0,on,O
CVE-2019-0025,0,the,O
CVE-2019-0025,0,device,O
CVE-2019-0025,0,.,O
CVE-2019-0025,1,This,O
CVE-2019-0025,1,issue,O
CVE-2019-0025,1,affects,O
CVE-2019-0025,1,Juniper,O
CVE-2019-0025,1,ATP,pn
CVE-2019-0025,1,5,vrs
CVE-2019-0025,1,versions,O
CVE-2019-0025,1,prior,<
CVE-2019-0025,1,to,<
CVE-2019-0025,1,5.0.3,vre
CVE-2019-0025,1,.,O
CVE-2003-0373,0,Multiple,O
CVE-2003-0373,0,buffer,O
CVE-2003-0373,0,overflows,O
CVE-2003-0373,0,in,O
CVE-2003-0373,0,libnasl,O
CVE-2003-0373,0,in,O
CVE-2003-0373,0,Nessus,pn
CVE-2003-0373,0,before,<
CVE-2003-0373,0,2.0.6,vre
CVE-2003-0373,0,allow,O
CVE-2003-0373,0,local,O
CVE-2003-0373,0,users,O
CVE-2003-0373,0,with,O
CVE-2003-0373,0,plugin,O
CVE-2003-0373,0,upload,O
CVE-2003-0373,0,privileges,O
CVE-2003-0373,0,to,O
CVE-2003-0373,0,cause,O
CVE-2003-0373,0,a,O
CVE-2003-0373,0,denial,O
CVE-2003-0373,0,of,O
CVE-2003-0373,0,service,O
CVE-2003-0373,0,(,O
CVE-2003-0373,0,core,O
CVE-2003-0373,0,dump,O
CVE-2003-0373,0,),O
CVE-2003-0373,0,and,O
CVE-2003-0373,0,possibly,O
CVE-2003-0373,0,execute,O
CVE-2003-0373,0,arbitrary,O
CVE-2003-0373,0,code,O
CVE-2003-0373,0,via,O
CVE-2003-0373,0,(,O
CVE-2003-0373,0,1,O
CVE-2003-0373,0,),O
CVE-2003-0373,0,a,O
CVE-2003-0373,0,long,O
CVE-2003-0373,0,proto,O
CVE-2003-0373,0,argument,O
CVE-2003-0373,0,to,O
CVE-2003-0373,0,the,O
CVE-2003-0373,0,scanner_add_port,O
CVE-2003-0373,0,function,O
CVE-2003-0373,0,",",O
CVE-2003-0373,0,(,O
CVE-2003-0373,0,2,O
CVE-2003-0373,0,),O
CVE-2003-0373,0,a,O
CVE-2003-0373,0,long,O
CVE-2003-0373,0,user,O
CVE-2003-0373,0,argument,O
CVE-2003-0373,0,to,O
CVE-2003-0373,0,the,O
CVE-2003-0373,0,ftp_log_in,O
CVE-2003-0373,0,function,O
CVE-2003-0373,0,",",O
CVE-2003-0373,0,(,O
CVE-2003-0373,0,3,O
CVE-2003-0373,0,),O
CVE-2003-0373,0,a,O
CVE-2003-0373,0,long,O
CVE-2003-0373,0,pass,O
CVE-2003-0373,0,argument,O
CVE-2003-0373,0,to,O
CVE-2003-0373,0,the,O
CVE-2003-0373,0,ftp_log_in,O
CVE-2003-0373,0,function,O
CVE-2003-0373,0,.,O
CVE-2005-2994,0,Unspecified,O
CVE-2005-2994,0,vulnerability,O
CVE-2005-2994,0,in,O
CVE-2005-2994,0,the,O
CVE-2005-2994,0,web,O
CVE-2005-2994,0,client,O
CVE-2005-2994,0,for,O
CVE-2005-2994,0,IBM,O
CVE-2005-2994,0,Rational,pn
CVE-2005-2994,0,ClearQuest,pn
CVE-2005-2994,0,2002.05.00,version
CVE-2005-2994,0,and,sp
CVE-2005-2994,0,2002.05.20,version
CVE-2005-2994,0,",",sp
CVE-2005-2994,0,and,sp
CVE-2005-2994,0,2003.06.00,vrs
CVE-2005-2994,0,through,<=
CVE-2005-2994,0,2003.06.15,vre
CVE-2005-2994,0,before,<
CVE-2005-2994,0,SR5,update
CVE-2005-2994,0,",",O
CVE-2005-2994,0,allows,O
CVE-2005-2994,0,remote,O
CVE-2005-2994,0,attackers,O
CVE-2005-2994,0,to,O
CVE-2005-2994,0,execute,O
CVE-2005-2994,0,XML,O
CVE-2005-2994,0,Style,O
CVE-2005-2994,0,Sheets,O
CVE-2005-2994,0,(,O
CVE-2005-2994,0,XSS,O
CVE-2005-2994,0,),O
CVE-2005-2994,0,.,O
CVE-2014-2799,0,Microsoft,O
CVE-2014-2799,0,Internet,pn
CVE-2014-2799,0,Explorer,pn
CVE-2014-2799,0,6,vrs
CVE-2014-2799,0,through,<=
CVE-2014-2799,0,11,vre
CVE-2014-2799,0,allows,O
CVE-2014-2799,0,remote,O
CVE-2014-2799,0,attackers,O
CVE-2014-2799,0,to,O
CVE-2014-2799,0,execute,O
CVE-2014-2799,0,arbitrary,O
CVE-2014-2799,0,code,O
CVE-2014-2799,0,or,O
CVE-2014-2799,0,cause,O
CVE-2014-2799,0,a,O
CVE-2014-2799,0,denial,O
CVE-2014-2799,0,of,O
CVE-2014-2799,0,service,O
CVE-2014-2799,0,(,O
CVE-2014-2799,0,memory,O
CVE-2014-2799,0,corruption,O
CVE-2014-2799,0,),O
CVE-2014-2799,0,via,O
CVE-2014-2799,0,a,O
CVE-2014-2799,0,crafted,O
CVE-2014-2799,0,web,O
CVE-2014-2799,0,site,O
CVE-2014-2799,0,",",O
CVE-2014-2799,0,aka,O
CVE-2014-2799,0,"""",O
CVE-2014-2799,0,Internet,O
CVE-2014-2799,0,Explorer,O
CVE-2014-2799,0,Memory,O
CVE-2014-2799,0,Corruption,O
CVE-2014-2799,0,Vulnerability,O
CVE-2014-2799,0,",",O
CVE-2014-2799,0,"""",O
CVE-2014-2799,0,a,O
CVE-2014-2799,0,different,O
CVE-2014-2799,0,vulnerability,O
CVE-2014-2799,0,than,O
CVE-2014-2799,0,CVE-2014,O
CVE-2014-2799,0,-,O
CVE-2014-2799,0,4059,O
CVE-2014-2799,0,",",O
CVE-2014-2799,0,CVE-2014,O
CVE-2014-2799,0,-,O
CVE-2014-2799,0,4065,O
CVE-2014-2799,0,",",O
CVE-2014-2799,0,CVE-2014,O
CVE-2014-2799,0,-,O
CVE-2014-2799,0,4079,O
CVE-2014-2799,0,",",O
CVE-2014-2799,0,CVE-2014,O
CVE-2014-2799,0,-,O
CVE-2014-2799,0,4081,O
CVE-2014-2799,0,",",O
CVE-2014-2799,0,CVE-2014,O
CVE-2014-2799,0,-,O
CVE-2014-2799,0,4083,O
CVE-2014-2799,0,",",O
CVE-2014-2799,0,CVE-2014,O
CVE-2014-2799,0,-,O
CVE-2014-2799,0,4085,O
CVE-2014-2799,0,",",O
CVE-2014-2799,0,CVE-2014,O
CVE-2014-2799,0,-,O
CVE-2014-2799,0,4088,O
CVE-2014-2799,0,",",O
CVE-2014-2799,0,CVE-2014,O
